"Identifier","Frequency","Languages"
"thorn_n",12,"Icelandic"
"thorn_n",12,"Irish"
"thorn_n",12,"Old Norse"
"thorn_n",12,"Church Slavonic"
"thorn_n",12,"Old Church Slavonic"
"thorn_n",12,"Sanskrit"
"nut_n",4,"Dutch"
"nut_n",4,"Middle English"
"nut_n",4,"Old English"
"nut_n",4,"German"
"nut_n",4,"Old High German"
"nut_n",4,"Germanic"
"nut_n",4,"Latin"
"nut_n",4,"Old Norse"
"sloe_n",3,"Dutch"
"sloe_n",3,"Middle Dutch"
"sloe_n",3,"Middle English"
"sloe_n",3,"Old English"
"sloe_n",3,"German"
"sloe_n",3,"Old High German"
"sloe_n",3,"Germanic"
"sloe_n",3,"Russian"
"sloe_n",3,"Slavic"
"fare_n",3,"Old English"
"fare_v",11,"Dutch"
"fare_v",11,"Old English"
"fare_v",11,"Frisian"
"fare_v",11,"German"
"fare_v",11,"Old High German"
"fare_v",11,"Germanic"
"fare_v",11,"Gothic"
"fare_v",11,"Old Norse"
"tread_v",14,"Dutch"
"tread_v",14,"Middle Dutch"
"tread_v",14,"Old English"
"tread_v",14,"Frisian"
"tread_v",14,"German"
"tread_v",14,"Old High German"
"tread_v",14,"Germanic"
"tread_v",14,"Gothic"
"tread_v",14,"Old Norse"
"alight_v",1,"Middle English"
"alight_v",1,"Old English"
"shade_n",27,"Dutch"
"shade_n",27,"Middle Dutch"
"shade_n",27,"Middle English"
"shade_n",27,"Old English"
"shade_n",27,"French"
"shade_n",27,"German"
"shade_n",27,"Old High German"
"shade_n",27,"Germanic"
"shade_n",27,"Gothic"
"lamp_n",20,"Old English"
"lamp_n",20,"French"
"lamp_n",20,"Old French"
"lamp_n",20,"Greek"
"lamp_n",20,"Hittite"
"lamp_n",20,"Irish"
"lamp_n",20,"Old Irish"
"lamp_n",20,"Latin"
"lamp_n",20,"Lithuanian"
"lamp_n",20,"Welsh"
"meat_n",21,"Dutch"
"meat_n",21,"Middle Dutch"
"meat_n",21,"Middle English"
"meat_n",21,"Old English"
"meat_n",21,"French"
"meat_n",21,"Frisian"
"meat_n",21,"German"
"meat_n",21,"Old High German"
"meat_n",21,"Germanic"
"meat_n",21,"Gothic"
"meat_n",21,"Irish"
"meat_n",21,"Old Irish"
"meat_n",21,"Mari"
"meat_n",21,"Old Norse"
"meat_n",21,"Sanskrit"
"hush_v",4,"Middle English"
"bole_n",12,"Dutch"
"bole_n",12,"Middle Dutch"
"bole_n",12,"German"
"bole_n",12,"Germanic"
"bole_n",12,"Old Norse"
"dim_adj",30,"Middle English"
"dim_adj",30,"Old English"
"dim_adj",30,"Frisian"
"dim_adj",30,"German"
"dim_adj",30,"Old High German"
"dim_adj",30,"Germanic"
"dim_adj",30,"Old Norse"
"dim_v",7,"Old English"
"moon_n",131,"Armenian"
"moon_n",131,"Avestan"
"moon_n",131,"Breton"
"moon_n",131,"Celtic"
"moon_n",131,"Danish"
"moon_n",131,"Dutch"
"moon_n",131,"Middle English"
"moon_n",131,"Old English"
"moon_n",131,"Frisian"
"moon_n",131,"German"
"moon_n",131,"Old High German"
"moon_n",131,"Germanic"
"moon_n",131,"Gothic"
"moon_n",131,"Greek"
"moon_n",131,"Irish"
"moon_n",131,"Old Irish"
"moon_n",131,"Japanese"
"moon_n",131,"Latin"
"moon_n",131,"Lithuanian"
"moon_n",131,"Old Norse"
"moon_n",131,"Church Slavonic"
"moon_n",131,"Old Church Slavonic"
"moon_n",131,"Persian"
"moon_n",131,"Sanskrit"
"moon_n",131,"Welsh"
"straighten_v",3,"Middle English"
"hoarse_adj",3,"Dutch"
"hoarse_adj",3,"Middle Dutch"
"hoarse_adj",3,"Old English"
"hoarse_adj",3,"German"
"hoarse_adj",3,"Old High German"
"hoarse_adj",3,"Germanic"
"hoarse_adj",3,"Old Norse"
"blend_v",5,"Middle English"
"blend_v",5,"Old English"
"blend_v",5,"German"
"blend_v",5,"Middle High German"
"blend_v",5,"Old High German"
"blend_v",5,"Germanic"
"blend_v",5,"Gothic"
"blend_v",5,"Lithuanian"
"blend_v",5,"Old Norse"
"blend_v",5,"Church Slavonic"
"blend_v",5,"Old Church Slavonic"
"melody_n",3,"French"
"melody_n",3,"Old French"
"melody_n",3,"Greek"
"melody_n",3,"Latin"
"shin_n",2,"Dutch"
"shin_n",2,"Middle English"
"shin_n",2,"Old English"
"shin_n",2,"German"
"shin_n",2,"Low German"
"shin_n",2,"Old High German"
"shin_n",2,"Germanic"
"windy_adj",5,"Old English"
"blossom_n",6,"Dutch"
"blossom_n",6,"Old English"
"blossom_n",6,"French"
"blossom_n",6,"German"
"blossom_n",6,"Low German"
"blossom_n",6,"Germanic"
"blossom_n",6,"Old Norse"
"blossom_v",4,"Old English"
"glimmer_v",31,"Dutch"
"glimmer_v",31,"Middle Dutch"
"glimmer_v",31,"Old English"
"glimmer_v",31,"German"
"glimmer_v",31,"Low German"
"glimmer_v",31,"Germanic"
"rim_n",27,"Old English"
"rim_n",27,"Frisian"
"rim_n",27,"Old Norse"
"wonderful_adj",21,"Old English"
"is_v",2,"Old English"
"is_v",2,"German"
"is_v",2,"Old High German"
"is_v",2,"Germanic"
"is_v",2,"Gothic"
"is_v",2,"Greek"
"is_v",2,"Latin"
"is_v",2,"Lithuanian"
"is_v",2,"Old Norse"
"is_v",2,"Church Slavonic"
"is_v",2,"Old Church Slavonic"
"is_v",2,"Sanskrit"
"kindred_n",15,"Old English"
"tarry_v",15,"Middle English"
"tarry_v",15,"Old English"
"tarry_v",15,"Latin"
"overtake_v",19,"Old English"
"twice_adv",33,"Old English"
"twice_adv",33,"Frisian"
"twice_adv",33,"German"
"twice_adv",33,"Germanic"
"lodge_n",1,"Middle English"
"lodge_n",1,"French"
"lodge_n",1,"Old French"
"lodge_n",1,"German"
"lodge_n",1,"Old High German"
"lodge_n",1,"Germanic"
"lodge_v",3,"French"
"lodge_v",3,"Old French"
"scholar_n",1,"Middle English"
"scholar_n",1,"Old English"
"scholar_n",1,"French"
"scholar_n",1,"Old French"
"scholar_n",1,"German"
"scholar_n",1,"Old High German"
"scholar_n",1,"Latin"
"shorten_v",6,"Old English"
"faint_adj",35,"French"
"faint_adj",35,"Old French"
"faint_adj",35,"Latin"
"faint_v",8,"Middle English"
"stagger_v",17,"Danish"
"stagger_v",17,"Dutch"
"stagger_v",17,"Middle Dutch"
"stagger_v",17,"German"
"stagger_v",17,"Old Norse"
"joy_n",52,"French"
"joy_n",52,"Old French"
"joy_n",52,"Greek"
"joy_n",52,"Irish"
"joy_n",52,"Middle Irish"
"joy_n",52,"Latin"
"hazel_n",3,"Dutch"
"hazel_n",3,"Middle Dutch"
"hazel_n",3,"Old English"
"hazel_n",3,"German"
"hazel_n",3,"Germanic"
"hazel_n",3,"Irish"
"hazel_n",3,"Old Irish"
"hazel_n",3,"Latin"
"hazel_n",3,"Old Norse"
"twinkle_v",9,"Old English"
"twinkle_v",9,"German"
"twinkle_v",9,"Middle High German"
"twinkle_v",9,"Twi"
"stole_n",4,"Middle English"
"stole_n",4,"Old English"
"stole_n",4,"French"
"stole_n",4,"Old French"
"stole_n",4,"Greek"
"stole_n",4,"Italian"
"stole_n",4,"Latin"
"stole_n",4,"Spanish"
"pillow_n",7,"Dutch"
"pillow_n",7,"Middle Dutch"
"pillow_n",7,"Middle English"
"pillow_n",7,"Old English"
"pillow_n",7,"German"
"pillow_n",7,"Old High German"
"pillow_n",7,"Germanic"
"pillow_n",7,"Latin"
"hillock_n",7,"Middle English"
"rose_n",6,"Aramaic"
"rose_n",6,"Croatian"
"rose_n",6,"Dutch"
"rose_n",6,"Old English"
"rose_n",6,"French"
"rose_n",6,"German"
"rose_n",6,"Greek"
"rose_n",6,"Hungarian"
"rose_n",6,"Iranian"
"rose_n",6,"Irish"
"rose_n",6,"Italian"
"rose_n",6,"Latin"
"rose_n",6,"Lithuanian"
"rose_n",6,"Persian"
"rose_n",6,"Old Persian"
"rose_n",6,"Polish"
"rose_n",6,"Russian"
"rose_n",6,"Spanish"
"rose_n",6,"Swedish"
"rose_n",6,"Turkish"
"rose_n",6,"Welsh"
"veil_n",20,"French"
"veil_n",20,"Latin"
"veil_v",13,"French"
"veil_v",13,"Old French"
"veil_v",13,"Latin"
"merriment_n",4,"Old English"
"bough_n",42,"Armenian"
"bough_n",42,"Middle English"
"bough_n",42,"Old English"
"bough_n",42,"German"
"bough_n",42,"Old High German"
"bough_n",42,"Germanic"
"bough_n",42,"Greek"
"bough_n",42,"Old Norse"
"bough_n",42,"Sanskrit"
"dish_n",8,"Old English"
"dish_n",8,"French"
"dish_n",8,"German"
"dish_n",8,"Old High German"
"dish_n",8,"Germanic"
"dish_n",8,"Greek"
"dish_n",8,"Italian"
"dish_n",8,"Latin"
"loaf_n",2,"Old English"
"loaf_n",2,"Estonian"
"loaf_n",2,"Finnish"
"loaf_n",2,"Frisian"
"loaf_n",2,"German"
"loaf_n",2,"Old High German"
"loaf_n",2,"Germanic"
"loaf_n",2,"Gothic"
"loaf_n",2,"Lithuanian"
"loaf_n",2,"Old Norse"
"loaf_n",2,"Church Slavonic"
"loaf_n",2,"Old Church Slavonic"
"loaf_n",2,"Swedish"
"starve_v",12,"Dutch"
"starve_v",12,"Middle English"
"starve_v",12,"Old English"
"starve_v",12,"Frisian"
"starve_v",12,"German"
"starve_v",12,"Old High German"
"starve_v",12,"Germanic"
"starve_v",12,"Old Norse"
"fruit_n",21,"French"
"fruit_n",21,"Old French"
"fruit_n",21,"German"
"fruit_n",21,"Italian"
"fruit_n",21,"Latin"
"fruit_n",21,"Spanish"
"fruit_n",21,"Swedish"
"fragrant_adj",4,"Dutch"
"fragrant_adj",4,"Middle Dutch"
"fragrant_adj",4,"German"
"fragrant_adj",4,"Middle High German"
"fragrant_adj",4,"Old High German"
"fragrant_adj",4,"Irish"
"fragrant_adj",4,"Old Irish"
"fragrant_adj",4,"Latin"
"bower_n",4,"Danish"
"bower_n",4,"Old English"
"bower_n",4,"German"
"bower_n",4,"Old High German"
"bower_n",4,"Germanic"
"bower_n",4,"Old Norse"
"bower_n",4,"Swedish"
"accomplish_v",6,"French"
"accomplish_v",6,"Old French"
"accomplish_v",6,"Latin"
"going_n",1,"Old English"
"faithful_adj",17,"Latin"
"perceive_v",31,"Old English"
"perceive_v",31,"French"
"perceive_v",31,"Old French"
"perceive_v",31,"Latin"
"haste_n",67,"Old English"
"haste_n",67,"French"
"haste_n",67,"Old French"
"haste_n",67,"German"
"haste_n",67,"Germanic"
"haste_n",67,"Gothic"
"haste_v",2,"French"
"haste_v",2,"Old French"
"protection_n",11,"Old English"
"protection_n",11,"French"
"protection_n",11,"Old French"
"protection_n",11,"Latin"
"fence_n",13,"Middle English"
"counsel_n",80,"French"
"counsel_n",80,"Old French"
"counsel_n",80,"Latin"
"counsel_v",14,"French"
"counsel_v",14,"Old French"
"counsel_v",14,"Latin"
"bode_v",1,"Old English"
"bode_v",1,"German"
"bode_v",1,"Germanic"
"bode_v",1,"Old Norse"
"subtle_adj",7,"French"
"subtle_adj",7,"Old French"
"subtle_adj",7,"Latin"
"choice_n",59,"Old English"
"choice_n",59,"French"
"choice_n",59,"Old French"
"choice_n",59,"German"
"choice_n",59,"Germanic"
"advise_v",13,"French"
"advise_v",13,"Old French"
"advise_v",13,"Latin"
"trusty_adj",5,"Old English"
"grateful_adj",7,"Latin"
"gladly_adv",21,"Old English"
"flee_v",8,"Dutch"
"flee_v",8,"Middle English"
"flee_v",8,"Old English"
"flee_v",8,"Frisian"
"flee_v",8,"German"
"flee_v",8,"Old High German"
"flee_v",8,"Germanic"
"flee_v",8,"Gothic"
"flee_v",8,"Old Norse"
"protect_v",7,"French"
"protect_v",7,"Old French"
"protect_v",7,"Latin"
"protect_v",7,"Spanish"
"lip_n",33,"Danish"
"lip_n",33,"Dutch"
"lip_n",33,"Middle Dutch"
"lip_n",33,"Old English"
"lip_n",33,"French"
"lip_n",33,"Old French"
"lip_n",33,"Frisian"
"lip_n",33,"German"
"lip_n",33,"Old High German"
"lip_n",33,"Germanic"
"lip_n",33,"Latin"
"lip_n",33,"Swedish"
"dreamless_adj",1,"Old English"
"slumber_n",5,"Middle English"
"slumber_n",5,"Old English"
"refresh_v",22,"French"
"refresh_v",22,"Old French"
"refresh_v",22,"German"
"refresh_v",22,"Old High German"
"refresh_v",22,"Germanic"
"lace_n",2,"Middle English"
"lace_n",2,"French"
"lace_n",2,"Old French"
"lace_n",2,"Irish"
"lace_n",2,"Italian"
"lace_n",2,"Latin"
"lace_n",2,"Spanish"
"lace_v",1,"French"
"lace_v",1,"Old French"
"droop_v",5,"Old English"
"droop_v",5,"Old Norse"
"fern_n",14,"Dutch"
"fern_n",14,"Middle Dutch"
"fern_n",14,"Old English"
"fern_n",14,"German"
"fern_n",14,"Old High German"
"fern_n",14,"Germanic"
"fern_n",14,"Greek"
"fern_n",14,"Latin"
"fern_n",14,"Lithuanian"
"fern_n",14,"Russian"
"fern_n",14,"Sanskrit"
"troop_n",12,"Old English"
"troop_n",12,"French"
"troop_n",12,"Old French"
"troop_n",12,"German"
"troop_n",12,"Germanic"
"troop_n",12,"Latin"
"troop_n",12,"Old Norse"
"heaven_n",12,"Dutch"
"heaven_n",12,"Old English"
"heaven_n",12,"Frisian"
"heaven_n",12,"German"
"heaven_n",12,"Low German"
"heaven_n",12,"Germanic"
"heaven_n",12,"Gothic"
"heaven_n",12,"Hebrew"
"heaven_n",12,"Old Norse"
"banish_v",4,"French"
"banish_v",4,"Old French"
"banish_v",4,"German"
"banish_v",4,"Germanic"
"banish_v",4,"Latin"
"pursuit_n",25,"French"
"pursuit_n",25,"Old French"
"ponder_v",13,"French"
"ponder_v",13,"Old French"
"ponder_v",13,"Latin"
"hunger_n",13,"Dutch"
"hunger_n",13,"Old English"
"hunger_n",13,"Frisian"
"hunger_n",13,"German"
"hunger_n",13,"Old High German"
"hunger_n",13,"Germanic"
"hunger_n",13,"Gothic"
"hunger_n",13,"Greek"
"hunger_n",13,"Lithuanian"
"hunger_n",13,"Old Norse"
"hunger_n",13,"Sanskrit"
"hunger_v",2,"Middle English"
"hunger_v",2,"Old English"
"hunger_v",2,"German"
"hunger_v",2,"Old High German"
"hunger_v",2,"Gothic"
"gay_adj",2,"Catalan"
"gay_adj",2,"Danish"
"gay_adj",2,"Dutch"
"gay_adj",2,"French"
"gay_adj",2,"Old French"
"gay_adj",2,"Ga"
"gay_adj",2,"German"
"gay_adj",2,"Old High German"
"gay_adj",2,"Italian"
"gay_adj",2,"Japanese"
"gay_adj",2,"Portuguese"
"gay_adj",2,"Spanish"
"gay_adj",2,"Swedish"
"gay_n",1,"Middle English"
"outward_adj",4,"Old English"
"outward_adj",4,"Frisian"
"outward_adj",4,"German"
"outward_adj",4,"Old High German"
"thoughtful_adj",7,"Middle English"
"curve_v",5,"Latin"
"causeway_n",13,"Middle English"
"causeway_n",13,"French"
"causeway_n",13,"Latin"
"bog_n",10,"Celtic"
"bog_n",10,"Ga"
"bog_n",10,"Gaelic"
"bog_n",10,"Irish"
"ditch_n",4,"Middle English"
"ditch_n",4,"Old English"
"cost_n",5,"Old English"
"cost_n",5,"French"
"cost_n",5,"Old French"
"cost_n",5,"Latin"
"cost_v",3,"French"
"cost_v",3,"Old French"
"scramble_n",3,"Middle English"
"slant_v",8,"German"
"slant_v",8,"Germanic"
"slant_v",8,"Norwegian"
"slant_v",8,"Swedish"
"cluster_n",6,"Old English"
"flats_n",11,"Middle English"
"slippery_adj",3,"Middle English"
"slippery_adj",3,"Old English"
"bramble_n",13,"Old English"
"bramble_n",13,"German"
"bramble_n",13,"Germanic"
"ridge_n",58,"Dutch"
"ridge_n",58,"Middle English"
"ridge_n",58,"Old English"
"ridge_n",58,"Frisian"
"ridge_n",58,"German"
"ridge_n",58,"Old High German"
"ridge_n",58,"Germanic"
"ridge_n",58,"Old Norse"
"brook_n",4,"Dutch"
"brook_n",4,"Old English"
"brook_n",4,"German"
"brook_n",4,"Germanic"
"brook_v",2,"Dutch"
"brook_v",2,"Old English"
"brook_v",2,"Frisian"
"brook_v",2,"German"
"brook_v",2,"Old High German"
"brook_v",2,"Germanic"
"brook_v",2,"Gothic"
"wad_n",1,"Dutch"
"wad_n",1,"Middle English"
"wad_n",1,"French"
"wad_n",1,"German"
"wad_n",1,"Italian"
"wad_n",1,"Latin"
"wad_n",1,"Old Norse"
"upward_adv",4,"Dutch"
"upward_adv",4,"Middle Dutch"
"upward_adv",4,"Old English"
"upward_adv",4,"German"
"upward_adv",4,"Low German"
"upward_adv",4,"Middle High German"
"gust_n",5,"German"
"gust_n",5,"Old High German"
"gust_n",5,"Germanic"
"gust_n",5,"Old Norse"
"drift_n",11,"Danish"
"drift_n",11,"Dutch"
"drift_n",11,"Middle Dutch"
"drift_n",11,"Old English"
"drift_n",11,"German"
"drift_n",11,"Germanic"
"drift_n",11,"Old Norse"
"drift_n",11,"Swedish"
"pippin_n",14,"Middle English"
"heal_v",27,"Dutch"
"heal_v",27,"Old English"
"heal_v",27,"Frisian"
"heal_v",27,"German"
"heal_v",27,"Germanic"
"heal_v",27,"Gothic"
"heal_v",27,"Old Norse"
"woe_n",5,"Armenian"
"woe_n",5,"Old English"
"woe_n",5,"German"
"woe_n",5,"Greek"
"woe_n",5,"Irish"
"woe_n",5,"Old Irish"
"woe_n",5,"Latin"
"woe_n",5,"Welsh"
"wail_v",13,"Old Norse"
"freeze_v",13,"Albanian"
"freeze_v",13,"Dutch"
"freeze_v",13,"Middle English"
"freeze_v",13,"Old English"
"freeze_v",13,"German"
"freeze_v",13,"Old High German"
"freeze_v",13,"Germanic"
"freeze_v",13,"Gothic"
"freeze_v",13,"Latin"
"freeze_v",13,"Old Norse"
"freeze_v",13,"Sanskrit"
"freeze_v",13,"Welsh"
"quaver_v",3,"German"
"quaver_v",3,"Low German"
"quaver_v",3,"Germanic"
"tame_adj",2,"Dutch"
"tame_adj",2,"Middle Dutch"
"tame_adj",2,"Middle English"
"tame_adj",2,"Old English"
"tame_adj",2,"Frisian"
"tame_adj",2,"German"
"tame_adj",2,"Low German"
"tame_adj",2,"Old High German"
"tame_adj",2,"Germanic"
"tame_adj",2,"Gothic"
"tame_adj",2,"Greek"
"tame_adj",2,"Irish"
"tame_adj",2,"Old Irish"
"tame_adj",2,"Latin"
"tame_adj",2,"Old Norse"
"tame_adj",2,"Persian"
"tame_adj",2,"Sanskrit"
"tame_v",6,"Dutch"
"tame_v",6,"Middle Dutch"
"tame_v",6,"Old English"
"tame_v",6,"Frisian"
"tame_v",6,"German"
"tame_v",6,"Old High German"
"tame_v",6,"Germanic"
"tame_v",6,"Gothic"
"tame_v",6,"Old Norse"
"dike_n",16,"Dutch"
"dike_n",16,"Middle Dutch"
"dike_n",16,"Old English"
"dike_n",16,"Frisian"
"dike_n",16,"German"
"dike_n",16,"Germanic"
"dike_n",16,"Old Norse"
"dike_v",1,"Old English"
"turnip_n",2,"Middle English"
"turnip_n",2,"Old English"
"turnip_n",2,"Latin"
"stout_adj",3,"Dutch"
"stout_adj",3,"French"
"stout_adj",3,"Old French"
"stout_adj",3,"German"
"stout_adj",3,"Low German"
"stout_adj",3,"Germanic"
"stout_adj",3,"Italian"
"stout_adj",3,"Latin"
"ferocious_adj",2,"Greek"
"ferocious_adj",2,"Latin"
"terrify_v",6,"Latin"
"mushroom_n",9,"French"
"mushroom_n",9,"Old French"
"mushroom_n",9,"German"
"mushroom_n",9,"Germanic"
"mushroom_n",9,"Latin"
"fright_n",2,"Middle English"
"fright_n",2,"Old English"
"fright_n",2,"Frisian"
"fright_n",2,"German"
"fright_n",2,"Old High German"
"fright_n",2,"Germanic"
"fright_n",2,"Gothic"
"terrific_adj",3,"Latin"
"fang_n",6,"Dutch"
"fang_n",6,"Middle Dutch"
"fang_n",6,"Middle English"
"fang_n",6,"Old English"
"fang_n",6,"Fang"
"fang_n",6,"Frisian"
"fang_n",6,"German"
"fang_n",6,"Germanic"
"fang_n",6,"Gothic"
"fang_n",6,"Latin"
"fang_n",6,"Old Norse"
"hallo_interj",3,"Old English"
"hallo_interj",3,"French"
"farmer_n",23,"French"
"farmer_n",23,"Old French"
"farmer_n",23,"Latin"
"grin_v",3,"Dutch"
"grin_v",3,"Old English"
"grin_v",3,"German"
"grin_v",3,"Germanic"
"grin_v",3,"Old Norse"
"ale_n",12,"Old English"
"ale_n",12,"German"
"ale_n",12,"Germanic"
"ale_n",12,"Latin"
"ale_n",12,"Lithuanian"
"ale_n",12,"Old Norse"
"ale_n",12,"Church Slavonic"
"ale_n",12,"Old Church Slavonic"
"them_pron",2,"Old English"
"them_pron",2,"Old Norse"
"introduce_v",5,"Latin"
"brew_v",5,"Dutch"
"brew_v",5,"Middle Dutch"
"brew_v",5,"Old English"
"brew_v",5,"Frisian"
"brew_v",5,"German"
"brew_v",5,"Old High German"
"brew_v",5,"Germanic"
"brew_v",5,"Old Norse"
"compensate_v",1,"Latin"
"sip_v",2,"Dutch"
"sip_v",2,"Middle English"
"sip_v",2,"Old English"
"sip_v",2,"German"
"sip_v",2,"Low German"
"sip_v",2,"Germanic"
"sip_v",2,"Latin"
"dispose_v",2,"French"
"dispose_v",2,"Old French"
"dispose_v",2,"Latin"
"recollect_v",3,"Latin"
"rascal_n",5,"Middle English"
"rascal_n",5,"French"
"rascal_n",5,"Old French"
"rascal_n",5,"Latin"
"relish_n",2,"French"
"relish_n",2,"Old French"
"relish_n",2,"Latin"
"yelp_n",4,"Old English"
"bolt_n",11,"Danish"
"bolt_n",11,"Dutch"
"bolt_n",11,"Middle English"
"bolt_n",11,"Old English"
"bolt_n",11,"German"
"bolt_n",11,"Germanic"
"bolt_n",11,"Lithuanian"
"bolt_n",11,"Old Norse"
"bold_adj",17,"Middle English"
"bold_adj",17,"Old English"
"bold_adj",17,"French"
"bold_adj",17,"Old French"
"bold_adj",17,"German"
"bold_adj",17,"Old High German"
"bold_adj",17,"Germanic"
"bold_adj",17,"Gothic"
"bold_adj",17,"Italian"
"bold_adj",17,"Old Norse"
"bold_adj",17,"Provençal"
"double_adj",13,"French"
"double_adj",13,"Old French"
"double_adj",13,"Latin"
"double_v",2,"French"
"double_v",2,"Old French"
"double_v",2,"Latin"
"swing_n",1,"Old English"
"swing_v",31,"Old English"
"swing_v",31,"Frisian"
"swing_v",31,"German"
"swing_v",31,"Old High German"
"swing_v",31,"Germanic"
"stir_n",9,"Old Norse"
"stir_v",58,"Chinese"
"stir_v",58,"Dutch"
"stir_v",58,"Middle Dutch"
"stir_v",58,"Middle English"
"stir_v",58,"Old English"
"stir_v",58,"German"
"stir_v",58,"Old High German"
"stir_v",58,"Germanic"
"unfriendly_adj",18,"Dutch"
"unfriendly_adj",18,"Middle Dutch"
"unfriendly_adj",18,"Old English"
"unfriendly_adj",18,"German"
"unfriendly_adj",18,"Middle High German"
"reckless_adj",6,"Dutch"
"reckless_adj",6,"Middle English"
"reckless_adj",6,"Old English"
"reckless_adj",6,"German"
"shrewd_adj",3,"Middle English"
"disconcert_v",1,"French"
"hustle_v",1,"Dutch"
"hustle_v",1,"German"
"hustle_v",1,"Low German"
"bacon_n",2,"Dutch"
"bacon_n",2,"French"
"bacon_n",2,"Old French"
"bacon_n",2,"German"
"bacon_n",2,"Old High German"
"bacon_n",2,"Germanic"
"rind_n",5,"Dutch"
"rind_n",5,"Middle Dutch"
"rind_n",5,"Old English"
"rind_n",5,"German"
"rind_n",5,"Old High German"
"rind_n",5,"Germanic"
"seat_n",56,"Dutch"
"seat_n",56,"Middle Dutch"
"seat_n",56,"Old English"
"seat_n",56,"French"
"seat_n",56,"Old French"
"seat_n",56,"German"
"seat_n",56,"Old High German"
"seat_n",56,"Germanic"
"seat_n",56,"Latin"
"seat_n",56,"Old Norse"
"whip_n",22,"German"
"whip_n",22,"Low German"
"whip_v",2,"Danish"
"whip_v",2,"Dutch"
"whip_v",2,"Middle Dutch"
"whip_v",2,"Old English"
"whip_v",2,"German"
"whip_v",2,"Old High German"
"whip_v",2,"Germanic"
"foreigner_n",2,"French"
"foreigner_n",2,"Old French"
"foreigner_n",2,"Irish"
"chill_n",23,"Middle English"
"chill_n",23,"Old English"
"chill_n",23,"German"
"chill_n",23,"Germanic"
"chill_v",10,"Kru"
"creak_v",8,"Old English"
"diminish_v",9,"French"
"diminish_v",9,"Old French"
"diminish_v",9,"Latin"
"swath_n",2,"Dutch"
"swath_n",2,"Middle Dutch"
"swath_n",2,"Old English"
"swath_n",2,"Frisian"
"swath_n",2,"German"
"swath_n",2,"Germanic"
"greet_v",27,"Dutch"
"greet_v",27,"Old English"
"greet_v",27,"Frisian"
"greet_v",27,"German"
"greet_v",27,"Old High German"
"greet_v",27,"Germanic"
"pond_n",1,"Old English"
"em_n",4,"Greek"
"em_n",4,"Latin"
"excuse_n",4,"French"
"excuse_n",4,"Old French"
"excuse_v",7,"French"
"excuse_v",7,"Old French"
"excuse_v",7,"Italian"
"excuse_v",7,"Latin"
"excuse_v",7,"Spanish"
"thanks_n",8,"Dutch"
"thanks_n",8,"Old English"
"thanks_n",8,"Frisian"
"thanks_n",8,"German"
"thanks_n",8,"Germanic"
"thanks_n",8,"Old Norse"
"ferry_n",5,"German"
"ferry_n",5,"Germanic"
"ferry_n",5,"Old Norse"
"steam_n",15,"Dutch"
"steam_n",15,"Middle English"
"steam_n",15,"Old English"
"steam_n",15,"German"
"steam_n",15,"Germanic"
"steam_v",8,"Old English"
"gangway_n",3,"Old English"
"shroud_n",1,"Danish"
"shroud_n",1,"Old English"
"shroud_n",1,"German"
"shroud_n",1,"Germanic"
"shroud_n",1,"Old Norse"
"shroud_n",1,"Swedish"
"shroud_v",2,"Old English"
"excavate_v",1,"Latin"
"independent_adj",2,"French"
"independent_adj",2,"Italian"
"dependant_n",1,"French"
"dependant_n",1,"Latin"
"strip_n",7,"German"
"strip_n",7,"Low German"
"strip_v",1,"Dutch"
"strip_v",1,"Middle Dutch"
"strip_v",1,"Old English"
"strip_v",1,"German"
"strip_v",1,"Old High German"
"strip_v",1,"Germanic"
"colony_n",2,"Greek"
"colony_n",2,"Latin"
"loop_n",4,"Celtic"
"loop_n",4,"Ga"
"loop_n",4,"Gaelic"
"loop_n",4,"Irish"
"loop_n",4,"Old Norse"
"shore_n",77,"Dutch"
"shore_n",77,"Middle Dutch"
"shore_n",77,"Old English"
"shore_n",77,"German"
"shore_n",77,"Low German"
"shore_n",77,"Germanic"
"shore_n",77,"Indo-European"
"shore_n",77,"Old Norse"
"shore_v",2,"Dutch"
"shore_v",2,"Middle Dutch"
"shore_v",2,"German"
"shore_v",2,"Low German"
"shore_v",2,"Germanic"
"shore_v",2,"Old Norse"
"goodness_n",5,"Old English"
"circle_n",59,"Old English"
"circle_n",59,"French"
"circle_n",59,"Old French"
"circle_n",59,"Italian"
"circle_n",59,"Latin"
"outer_adj",38,"Old English"
"load_n",9,"Middle English"
"load_n",9,"Old English"
"load_n",9,"German"
"load_n",9,"Old High German"
"load_n",9,"Germanic"
"load_n",9,"Old Norse"
"retirement_n",1,"French"
"puff_n",4,"Old English"
"puff_v",1,"Old English"
"puff_v",1,"French"
"towel_n",1,"Dutch"
"towel_n",1,"Middle Dutch"
"towel_n",1,"Old English"
"towel_n",1,"French"
"towel_n",1,"Old French"
"towel_n",1,"German"
"towel_n",1,"Old High German"
"towel_n",1,"Germanic"
"towel_n",1,"Italian"
"towel_n",1,"Spanish"
"soap_n",1,"Dutch"
"soap_n",1,"Middle English"
"soap_n",1,"Old English"
"soap_n",1,"Finnish"
"soap_n",1,"French"
"soap_n",1,"Frisian"
"soap_n",1,"German"
"soap_n",1,"Low German"
"soap_n",1,"Old High German"
"soap_n",1,"Germanic"
"soap_n",1,"Greek"
"soap_n",1,"Italian"
"soap_n",1,"Latin"
